ID.language,ID.date,Q2,Q3,Q4,Q12,Q13,Q14.a,Q14.b,Q14.c,Q14.d,Q14.e,Q14.f,Q14.g,Q14.h,Q14.i,Q14.j,Q14.k,Q14.l,Q14.m,Q14.n,Q15,Q16,Q17,Q18,Q19.a,Q19.b,Q19.c,Q19.d,Q19.e,Q19.f,Q19.g,Q19.h,Q19.i,Q19.j,Q19.k,Q19.l,Q19.m,Q19.n,Q19.o,Q19.p,Q19.q,Q19.r,Q20,Q21,Q22,Q24.a,Q24.b,Q24.c,Q24.d,Q24.e,Q24.f,Q25,Q26,Q27.a,Q27.b,Q27.c,Q27.d,Q27.e,Q27.f,Q28,Q30,Q32,Q33.a,Q33.b,Q33.c,Q33.d,Q33.e,Q34.a,Q34.b,Q34.c,Q34.d,Q34.e,Q34.f,Q34.g,Q38,Q39.a,Q46.a,Q46.b,Q46.c,Q46.d,Q46.e,Q46.f,Q46.g,Q46.h,Q46.i,Q46.j,Q46.k,Q46.l,Q46.m,Q47.a,Q47.b,Q47.c,Q52,Q53,Q55
English,06/03/2019,I want to pursue an academic career,Yes,Europe,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Working with interesting and bright people,Somewhat satisfied,6,Improved greatly,7,7,7,7,7,7,NA,NA,7,7,7,NA,7,NA,7,7,7,NA,Meets original expectations,31-40 hours,Between one and three hours,NA,NA,NA,NA,NA,NA,Yes,"No, I sought help elsewhere",5,5,3,5,5,1,No,No,Substantially,4,1,2,3,NA,NA,4,4,2,1,2,2,Less than a year,Equally likely,5,5,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,2,4,18 - 24,Female (including trans female),no
English,06/03/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,5,NA,4,1,NA,NA,NA,2,NA,3,NA,NA,NA,NA,Intellectual challenge,Very satisfied,6,Improved slightly,7,3,2,5,1,2,1,6,7,1,1,1,2,1,1,1,2,1,Does not meet original expectations,41-50 hours,Between one and three hours,1,2,1,1,1,3,Yes,"No, I sought help elsewhere",1,1,1,1,1,5,No,No,Substantially,1,2,3,NA,NA,5,5,3,5,1,2,1,3 to 6 years,Equally likely,4,4,3,4,5,5,4,2,1,1,1,4,1,4,2,1,25 - 34,Male (including trans male),no
English,06/03/2019,I wanted to continue pursuing my research,Yes,Europe,No,,3,NA,NA,5,NA,4,NA,NA,NA,NA,6,2,1,NA,Intellectual challenge,Very satisfied,6,Worsened a little,3,6,6,7,7,7,7,6,6,7,4,6,6,6,6,6,5,4,Meets original expectations,31-40 hours,Less than an hour,3,5,4,2,5,1,Yes,"No, I sought help elsewhere",1,1,1,1,4,5,Yes,Yes,Substantially,1,2,4,3,NA,5,4,4,3,1,3,1,2 to 3 years,Much more likely,4,5,4,5,2,4,5,4,3,4,3,4,2,NA,3,4,18 - 24,Female (including trans female),no
Portuguese,06/03/2019,I want to pursue an academic career,Yes,South America,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Working with interesting and bright people,Very satisfied,7 = Extremely satisfied,Improved greatly,7,7,7,6,7,7,7,6,7,NA,7,7,7,7,7,7,7,7,Exceeds original expectations,More than 80 hours,Between one and three hours,5,5,5,5,5,5,No,,5,5,5,5,5,3,No,No,Dramatically,1,NA,NA,NA,NA,5,5,5,1,1,1,1,Less than a year,Much more likely,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,1,NA,25 - 34,Male (including trans male),no
English,06/03/2019,I wanted to continue pursuing my research,Yes,Asia (including Middle East),No,,5,4,14,2,1,3,12,11,9,8,10,13,7,6,Working with interesting and bright people,Somewhat satisfied,4 = Neither satisfied nor dissatisfied,Improved slightly,4,5,5,6,6,4,4,4,5,4,7,6,7,7,5,4,3,5,Does not meet original expectations,61-70 hours,Between one and three hours,2,3,3,3,4,3,Yes,"Yes, it was helpful",1,4,1,3,2,5,Prefer not to say,No,Substantially,2,1,3,5,4,4,4,3,3,3,4,4,Less than a year,Equally likely,4,4,3,2,3,3,4,4,4,4,3,3,3,4,4,4,25 - 34,Female (including trans female),no
English,06/03/2019,I want to pursue an academic career,Yes,Europe,No,,NA,NA,NA,NA,NA,2,4,3,NA,1,NA,NA,NA,NA,Intellectual challenge,Somewhat satisfied,4 = Neither satisfied nor dissatisfied,Worsened a little,5,3,5,5,3,5,4,3,2,2,6,6,3,3,6,6,4,5,Does not meet original expectations,51-60 hours,Less than an hour,4,2,2,1,1,4,No,,2,2,1,1,3,4,No,Yes,Substantially,NA,NA,NA,NA,1,2,2,2,1,5,1,1,3 to 6 years,Equally likely,3,2,2,5,2,4,4,3,1,1,4,2,1,NA,NA,NA,25 - 34,Male (including trans male),no
English,06/03/2019,Personal interest in my subject of choice, No,Europe,Yes,"Other, please specify",NA,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,Creativity,Somewhat dissatisfied,4 = Neither satisfied nor dissatisfied,Significantly worsened,7,7,1,4,1,1,1,4,7,7,7,NA,1,1,7,7,NA,1,Does not meet original expectations,71-80 hours,Less than an hour,1,3,1,1,1,5,Yes,"I wanted to, but there was none available",1,1,2,1,3,5,Yes,Yes,Substantially,1,3,4,2,NA,5,4,4,3,4,2,2,2 to 3 years,Equally likely,3,4,2,1,1,4,2,1,1,1,1,2,2,3,3,1,25 - 34,Female (including trans female),no
English,06/03/2019,Personal interest in my subject of choice,Yes,Asia (including Middle East),Yes,To help make ends meet,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very dissatisfied,7 = Extremely satisfied,Stayed the same,1,7,NA,7,7,7,7,7,NA,7,NA,7,7,NA,7,7,7,7,Meets original expectations,11-20 hours,Less than an hour,5,5,5,NA,NA,NA,No,,4,4,4,4,4,4,No,No,Somewhat,3,4,2,1,NA,5,5,5,4,3,4,4,Unsure,Equally likely,4,4,4,4,4,4,4,4,4,5,NA,5,NA,4,4,4,35 - 44,Male (including trans male),no
English,06/03/2019,Personal interest in my subject of choice, No,Europe,No,,9,6,1,4,5,2,11,3,14,10,12,8,7,13,Working with interesting and bright people,Neither satisfied nor dissatisfied,2,Significantly worsened,5,6,7,1,1,1,6,2,4,2,4,2,1,4,2,2,3,1,Does not meet original expectations,41-50 hours,"Other, please specify",2,1,2,1,1,2,No,,2,1,2,1,1,3,No,No,Substantially,3,1,5,4,2,2,4,3,5,4,5,4,Less than a year,Much less likely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,25 - 34,Female (including trans female),no
Spanish,06/03/2019,Personal interest in my subject of choice,Yes,Europe,No,,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,6,Improved greatly,5,3,5,5,6,6,6,5,4,5,4,5,5,5,6,6,2,4,Exceeds original expectations,51-60 hours,"Other, please specify",4,3,2,3,5,1,No,,3,3,3,3,3,4,No,No,Somewhat,1,2,5,4,3,3,4,3,4,2,4,3,3 to 6 years,Equally likely,5,5,5,4,3,3,3,3,2,3,2,2,3,3,2,2,35 - 44,Female (including trans female),no
English,06/03/2019,Personal interest in my subject of choice, No,Europe,No,,NA,NA,NA,1,2,3,4,5,NA,6,NA,7,8,NA,Intellectual challenge,Somewhat satisfied,5,Significantly worsened,5,2,5,7,7,7,7,5,5,2,2,2,7,7,6,5,2,5,Meets original expectations,51-60 hours,Between one and three hours,5,5,4,2,2,2,Yes,"Yes, it was helpful",2,2,2,2,3,5,No,No,Unsure,1,2,3,4,5,5,4,3,4,1,1,2,Unsure,Unsure,5,5,5,5,3,5,3,3,3,4,1,1,1,4,2,3,25 - 34,Male (including trans male),no
Chinese (Simplified),06/03/2019,No job I want is available without a PhD, No,Asia (including Middle East),No,,NA,1,4,3,NA,NA,NA,2,7,5,NA,NA,6,NA,A chance to consider professional options ,Very satisfied,5,Improved slightly,6,4,4,4,4,4,6,6,6,1,3,NA,7,7,7,7,3,6,Exceeds original expectations,Less than 11 hours,More than three hours,4,3,4,3,4,2,Yes,"No, I sought help elsewhere",2,3,2,2,2,5,Yes,Yes,Substantially,2,1,3,NA,NA,5,5,4,4,3,4,4,1 to 2 years,Much more likely,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,25 - 34,Male (including trans male),no
English,06/03/2019,Personal interest in my subject of choice, No,Europe,Yes,To develop additional skills,2,10,11,3,4,5,6,9,14,12,8,1,7,13,Intellectual challenge,Very satisfied,7 = Extremely satisfied,Stayed the same,7,7,7,7,7,7,7,NA,6,7,5,NA,NA,NA,7,7,7,7,Meets original expectations,41-50 hours,Between one and three hours,5,5,5,5,5,5,No,,5,5,5,5,5,3,No,No,Substantially,2,1,4,5,3,5,5,5,3,5,4,1,1 to 2 years,Somewhat more likely,NA,5,NA,5,5,5,5,NA,5,5,NA,NA,NA,NA,NA,NA,25 - 34,Male (including trans male),no
Chinese (Simplified),06/03/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,Knowing I have a chance for a permanent academic research post,Very satisfied,7 = Extremely satisfied,Improved greatly,7,7,7,7,7,7,4,4,6,7,7,7,6,4,7,7,7,6,Meets original expectations,11-20 hours,Between one and three hours,3,4,4,3,3,3,No,,4,4,4,4,4,3,No,No,Dramatically,1,2,3,NA,NA,5,4,3,4,1,3,2,2 to 3 years,Much more likely,4,5,5,4,3,5,3,NA,4,4,NA,NA,NA,4,4,3,25 - 34,Male (including trans male),no
Spanish,06/03/2019,Personal interest in my subject of choice,Yes,Europe,No,,NA,NA,1,NA,NA,3,2,4,NA,NA,NA,5,6,NA,A chance to consider professional options ,Very dissatisfied,1 = Not at all satisfied,Significantly worsened,6,4,2,5,1,1,1,5,5,2,4,1,2,2,3,3,4,1,Does not meet original expectations,31-40 hours,Less than an hour,2,NA,2,1,3,3,No,,2,2,NA,NA,3,4,Yes,No,Barely,NA,1,NA,2,NA,2,3,3,1,1,3,1,More than 6 years,Somewhat less likely,4,3,4,4,3,3,3,3,3,1,1,1,1,2,2,2,25 - 34,Female (including trans female),no
English,06/03/2019,I want to pursue an academic career,Yes,Europe,Yes,To help make ends meet,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,6,Improved greatly,4,5,6,6,7,7,6,6,6,6,4,4,7,6,5,5,5,5,Exceeds original expectations,21-30 hours,Less than an hour,NA,NA,NA,NA,4,2,No,,4,5,3,4,3,3,No,No,Somewhat,NA,NA,NA,NA,1,4,1,2,3,4,1,3,Less than a year,Much more likely,5,5,4,5,5,5,5,4,4,4,4,3,3,NA,4,4,25 - 34,Male (including trans male),no
English,06/03/2019,I wanted to continue pursuing my research,Yes,Europe,No,,7,3,NA,NA,NA,NA,5,1,4,2,6,NA,NA,NA,University/academic environment,Very dissatisfied,6,Stayed the same,NA,6,7,5,6,6,3,7,NA,6,6,5,6,5,4,3,5,5,Meets original expectations,41-50 hours,Between one and three hours,4,4,3,3,4,2,No,,3,2,3,3,4,3,No,No,Somewhat,3,1,2,5,4,2,5,3,1,3,2,1,2 to 3 years,Equally likely,4,4,4,5,3,4,4,4,4,4,NA,NA,NA,4,NA,NA,25 - 34,Male (including trans male),no
English,06/03/2019,I wanted to continue pursuing my research,Yes,Europe,Yes,To help make ends meet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,5,Stayed the same,1,6,7,7,7,7,6,2,1,5,6,5,6,6,4,6,6,6,Meets original expectations,11-20 hours,Between one and three hours,5,4,4,4,4,4,No,,4,5,2,4,4,4,No,No,Substantially,NA,NA,NA,NA,1,4,4,4,4,5,4,3,Less than a year,Somewhat more likely,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,25 - 34,Male (including trans male),no
English,06/03/2019,Personal interest in my subject of choice,Yes,Europe,No,,2,4,13,10,11,6,9,5,8,1,12,3,7,14,Intellectual challenge,Somewhat satisfied,6,Improved slightly,NA,5,6,6,7,7,7,NA,3,5,5,6,7,7,7,7,6,3,Exceeds original expectations,41-50 hours,Less than an hour,3,4,2,2,3,1,No,,3,3,3,3,4,1,No,No,Unsure,3,1,4,2,5,4,4,4,2,2,2,2,Unsure,Somewhat more likely,NA,5,4,4,3,5,4,NA,3,NA,NA,NA,NA,4,4,4,25 - 34,Male (including trans male),no
English,06/03/2019,I want to pursue an academic career, No,Europe,No,,6,NA,1,4,5,2,7,NA,NA,NA,3,NA,NA,NA,Intellectual challenge,Somewhat dissatisfied,4 = Neither satisfied nor dissatisfied,Significantly worsened,6,6,3,5,6,5,3,3,5,5,4,4,5,5,4,4,4,3,Does not meet original expectations,41-50 hours,Between one and three hours,2,NA,NA,NA,NA,NA,No,,3,3,3,3,2,2,Yes,No,Unsure,2,1,5,4,3,4,5,4,1,4,1,1,Less than a year,Equally likely,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,25 - 34,Female (including trans female),no
English,06/03/2019,I want to pursue an academic career, No,Africa,Yes,To broaden my contacts,6,1,NA,2,NA,NA,3,4,NA,5,NA,NA,7,NA,University/academic environment,Very dissatisfied,5,Stayed the same,7,5,4,7,6,7,6,3,7,1,5,3,6,6,7,7,6,2,Meets original expectations,31-40 hours,Less than an hour,4,4,3,1,3,1,No,,2,2,2,2,3,4,Prefer not to say,Prefer not to say,Substantially,1,5,3,4,2,5,2,5,2,2,3,4,1 to 2 years,Much more likely,5,5,5,3,3,4,4,3,3,4,2,2,2,4,3,3,25 - 34,Female (including trans female),yes
English,06/03/2019,I want to pursue an academic career, No,Europe,No,,2,3,NA,4,5,6,7,NA,NA,NA,NA,NA,1,NA,Creativity,Very satisfied,3,Stayed the same,2,5,3,7,7,7,2,2,6,7,7,2,5,5,7,7,1,3,Meets original expectations,71-80 hours,Between one and three hours,4,4,2,2,2,2,Yes,"Yes, but I didn’t feel supported",5,4,2,2,4,5,No,No,Substantially,1,2,NA,NA,3,4,4,1,1,1,1,1,Less than a year,Equally likely,3,2,4,2,2,5,4,2,2,4,2,4,2,4,2,2,25 - 34,Female (including trans female),no
English,06/03/2019,"Other, please specify", No,Europe,No,,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,1,NA,NA,Social life           ,Somewhat satisfied,5,Worsened a little,5,5,7,6,5,5,6,6,5,6,6,NA,6,7,3,3,4,2,Does not meet original expectations,31-40 hours,Less than an hour,3,NA,1,1,1,3,Yes,"I wanted to, but there was none available",2,1,1,1,1,5,No,No,Substantially,5,1,4,3,2,2,5,4,1,5,3,3,3 to 6 years,Much less likely,2,2,3,3,3,4,4,2,2,4,1,4,1,2,2,3,25 - 34,Female (including trans female),no
Chinese (Simplified),06/03/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,5,4,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,4 = Neither satisfied nor dissatisfied,Worsened a little,7,5,1,5,5,5,4,2,4,4,4,7,3,3,6,5,4,3,Does not meet original expectations,Less than 11 hours,Less than an hour,3,4,4,3,4,1,No,,2,4,2,3,2,4,No,No,Substantially,1,NA,2,NA,NA,5,2,3,3,2,4,4,3 to 6 years,Equally likely,4,4,4,4,3,4,3,3,3,2,2,2,2,3,2,3,25 - 34,Male (including trans male),no
English,06/03/2019,I want to pursue an academic career, No,Asia (including Middle East),No,,5,8,6,1,2,7,9,3,NA,4,NA,NA,NA,NA,Intellectual challenge,Very satisfied,5,Worsened a little,6,3,4,5,4,5,5,4,3,1,1,6,5,7,6,6,4,3,Does not meet original expectations,More than 80 hours,"Other, please specify",1,2,2,1,3,3,No,,2,2,2,2,1,5,Yes,Yes,Somewhat,1,4,2,5,3,5,3,4,4,2,2,3,More than 6 years,Equally likely,4,3,2,2,4,2,3,2,3,2,2,2,2,1,3,2,25 - 34,Female (including trans female),no
English,06/03/2019,Personal interest in my subject of choice,Yes,Europe,Yes,To help make ends meet,1,2,14,7,8,3,12,4,5,6,9,13,10,11,Working with interesting and bright people,Very satisfied,6,Improved slightly,1,4,6,7,NA,NA,NA,4,2,4,4,4,7,7,7,7,5,7,Exceeds original expectations,31-40 hours,Less than an hour,3,4,4,3,5,2,No,,4,NA,4,4,3,5,Yes,No,Dramatically,2,4,3,5,1,4,4,4,3,5,3,2,Less than a year,Much more likely,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,45 - 54,Female (including trans female),yes
Spanish,06/03/2019,I want to pursue a non-academic career,Yes,Europe,No,,NA,NA,NA,NA,NA,4,NA,1,NA,5,6,2,NA,3,Knowing I will have a chance to use my skills in a non-research science job,Very satisfied,6,Improved greatly,6,6,6,6,NA,6,4,4,5,6,2,5,7,7,7,7,3,4,Meets original expectations,51-60 hours,Between one and three hours,NA,5,4,NA,5,1,No,,3,3,4,5,NA,5,No,No,Dramatically,3,1,2,4,NA,3,5,4,1,1,2,1,1 to 2 years,Somewhat more likely,5,5,5,5,4,5,3,NA,NA,3,NA,3,NA,4,3,4,25 - 34,Male (including trans male),yes
English,06/03/2019,I want to pursue an academic career,Yes,Asia (including Middle East),No,,NA,1,NA,NA,4,5,NA,2,NA,3,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,6,Improved greatly,4,4,6,6,6,6,7,6,6,6,6,4,4,7,5,5,4,6,Meets original expectations,51-60 hours,Less than an hour,3,4,3,3,4,2,No,,4,3,3,3,3,5,No,No,Dramatically,1,2,4,5,3,5,4,3,2,4,4,4,3 to 6 years,Much more likely,4,5,5,5,4,4,4,3,3,3,3,4,3,4,4,4,25 - 34,Male (including trans male),no
English,06/03/2019,I want to pursue an academic career, No,Europe,No,,NA,NA,2,6,7,1,5,4,NA,NA,NA,NA,3,NA,Working with interesting and bright people,Very satisfied,5,Worsened a little,6,4,5,4,1,1,6,1,6,6,6,4,1,5,3,1,3,2,Does not meet original expectations,61-70 hours,"Other, please specify",4,5,3,3,3,3,Prefer not to say,,1,1,1,1,2,5,Yes,No,Substantially,1,2,4,5,3,4,3,3,1,4,1,1,3 to 6 years,Equally likely,5,5,3,3,3,4,2,3,3,2,2,2,2,NA,3,4,25 - 34,Female (including trans female),no
English,06/03/2019,I want to pursue an academic career, No,Europe,Yes,To make myself more attractive to future employers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very dissatisfied,3,Worsened a little,1,4,5,4,4,3,4,3,1,4,5,3,6,1,6,5,4,4,Does not meet original expectations,31-40 hours,Less than an hour,3,4,4,2,2,4,Yes,Prefer not to say,1,2,1,4,2,3,No,Yes,Unsure,NA,NA,NA,NA,NA,4,5,5,2,1,2,3,Less than a year,Somewhat more likely,2,4,4,2,4,3,3,1,2,2,4,4,4,4,3,4,25 - 34,Male (including trans male),no
Spanish,06/03/2019,I wanted to continue pursuing my research, No,Europe,No,,10,1,2,8,11,3,NA,6,7,9,NA,4,5,NA,Intellectual challenge,Somewhat satisfied,5,Worsened a little,6,2,6,4,1,1,5,2,7,4,7,7,4,6,7,7,3,5,Meets original expectations,61-70 hours,Less than an hour,4,4,3,NA,2,4,Yes,"Other, please specify",4,3,5,3,4,2,No,Yes,Substantially,1,4,2,3,5,5,4,4,2,2,1,2,Unsure,Equally likely,4,3,4,3,3,3,3,2,2,NA,NA,NA,2,3,3,4,25 - 34,Male (including trans male),no
English,06/03/2019,I want to pursue an academic career,Yes,Asia (including Middle East),Yes,To develop additional skills,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,7 = Extremely satisfied,Improved greatly,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,Exceeds original expectations,More than 80 hours,More than three hours,4,5,4,5,3,3,No,,3,3,3,3,3,3,No,No,Substantially,1,2,3,NA,NA,5,5,4,3,2,5,5,Less than a year,Much more likely,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,4,NA,25 - 34,Male (including trans male),no
English,06/03/2019,Personal interest in my subject of choice,Yes,North or Central America,No,,NA,NA,NA,5,3,2,NA,1,NA,NA,4,NA,NA,NA,Working with interesting and bright people,Somewhat dissatisfied,6,Stayed the same,7,3,3,7,7,7,3,3,4,3,6,NA,7,7,7,7,2,4,Exceeds original expectations,51-60 hours,Less than an hour,1,4,NA,1,2,1,No,,3,2,3,4,3,2,No,No,Substantially,3,1,2,4,5,4,4,4,1,2,1,1,2 to 3 years,Much more likely,2,2,2,4,1,4,4,2,1,1,1,1,1,2,2,2,25 - 34,Male (including trans male),no
English,06/03/2019,I wanted to continue pursuing my research, No,Asia (including Middle East),No,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,6,Improved greatly,3,7,7,7,7,7,6,6,3,7,7,7,2,2,6,6,7,7,Does not meet original expectations,51-60 hours,Less than an hour,5,5,5,2,5,2,No,,5,4,5,5,5,5,No,No,Substantially,3,1,4,5,2,4,5,4,3,5,2,2,Less than a year,Much more likely,5,5,5,5,5,5,4,4,5,4,4,4,4,NA,2,NA,35 - 44,Male (including trans male),yes
English,06/03/2019,I wanted to continue pursuing my research,Yes,Asia (including Middle East),No,,1,NA,NA,2,NA,3,NA,7,NA,4,6,NA,NA,5,Knowing I have a chance for a permanent academic research post,Very satisfied,4 = Neither satisfied nor dissatisfied,Improved slightly,1,5,5,4,4,5,5,5,3,1,3,4,4,5,5,6,4,5,Does not meet original expectations,Less than 11 hours,Between one and three hours,4,4,4,4,4,2,No,,3,4,2,2,3,5,No,No,Substantially,1,3,2,NA,NA,4,4,4,1,1,1,1,2 to 3 years,Somewhat more likely,3,4,3,3,2,2,1,1,3,2,2,2,2,3,1,4,25 - 34,Male (including trans male),no
English,06/03/2019,No job I want is available without a PhD,Yes,Asia (including Middle East),Yes,To develop additional skills,3,6,10,8,7,1,4,2,12,9,13,14,5,11,A chance to consider professional options ,Very satisfied,7 = Extremely satisfied,Improved slightly,4,7,7,4,4,4,6,6,4,6,5,7,7,7,7,7,4,6,Meets original expectations,More than 80 hours,Less than an hour,4,4,3,3,5,2,No,,3,3,2,2,2,4,Prefer not to say,Prefer not to say,Substantially,5,4,1,2,3,3,4,5,3,4,3,3,3 to 6 years,Somewhat more likely,4,5,4,5,4,5,3,5,5,5,4,NA,4,4,4,NA,35 - 44,Male (including trans male),yes
English,06/03/2019,I want to pursue an academic career,Yes,Europe,No,,4,NA,NA,3,5,7,NA,1,NA,2,NA,NA,6,NA,University/academic environment,Somewhat satisfied,4 = Neither satisfied nor dissatisfied,Worsened a little,5,5,5,5,3,6,2,3,4,5,6,5,6,6,6,6,6,4,Does not meet original expectations,51-60 hours,Between one and three hours,2,1,1,1,2,3,Yes,I didn’t seek help,1,5,2,2,2,5,No,No,Barely,2,1,3,5,4,4,4,4,3,4,3,3,2 to 3 years,Equally likely,3,3,3,5,5,5,3,2,2,2,1,4,4,4,2,3,25 - 34,Male (including trans male),no
English,06/03/2019,Personal interest in my subject of choice,Yes,North or Central America,Yes,To help make ends meet,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Somewhat satisfied,3,Stayed the same,3,3,1,5,1,2,3,4,5,1,1,4,2,5,3,4,3,1,Does not meet original expectations,41-50 hours,Less than an hour,2,3,1,1,1,3,Yes,"No, I sought help elsewhere",2,1,2,1,1,5,Yes,Prefer not to say,Substantially,NA,NA,NA,NA,1,3,1,4,3,4,2,2,1 to 2 years,Somewhat less likely,4,4,1,1,2,4,2,1,1,3,1,1,2,1,1,2,35 - 44,Male (including trans male),yes
English,06/03/2019,I wanted to continue pursuing my research,Yes,Asia (including Middle East),Yes,To develop additional skills,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,6,Improved greatly,6,7,7,NA,NA,NA,7,7,6,5,5,7,NA,NA,NA,NA,NA,NA,Meets original expectations,71-80 hours,More than three hours,2,4,4,4,4,2,No,,2,4,3,3,3,3,No,No,Dramatically,2,5,1,3,4,5,4,5,3,3,3,3,1 to 2 years,Equally likely,4,4,4,5,5,5,5,5,4,5,5,5,5,4,4,4,25 - 34,Male (including trans male),no
English,06/03/2019,I want to pursue an academic career, No,Europe,No,,NA,NA,NA,2,NA,4,3,1,NA,NA,NA,NA,NA,NA,University/academic environment,Somewhat dissatisfied,2,Significantly worsened,4,2,6,5,3,4,4,4,5,1,5,NA,2,2,4,NA,2,1,Does not meet original expectations,51-60 hours,Less than an hour,1,3,1,1,1,1,No,,1,1,1,1,3,3,No,No,Somewhat,1,3,2,5,4,NA,NA,NA,NA,NA,NA,NA,More than 6 years,Much less likely,4,4,4,2,2,2,2,3,1,2,2,3,3,2,2,2,25 - 34,Female (including trans female),no
English,06/03/2019,I want to pursue an academic career, No,Australasia,Yes,To help make ends meet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intellectual challenge,Very satisfied,5,Significantly worsened,4,1,1,4,1,1,2,1,1,4,7,7,4,4,4,4,4,4,Exceeds original expectations,More than 80 hours,Less than an hour,NA,NA,NA,NA,NA,NA,Yes,"Yes, it was helpful",3,1,5,5,5,5,Yes,Yes,Unsure,NA,NA,NA,NA,NA,5,5,5,1,1,1,1,2 to 3 years,Unsure,5,5,5,5,5,5,5,3,3,3,1,1,1,2,3,2,35 - 44,Female (including trans female),no
English,06/03/2019,I want to pursue an academic career, No,Europe,No,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Working with interesting and bright people,Very satisfied,7 = Extremely satisfied,Improved greatly,6,7,7,6,6,7,7,4,6,6,6,7,7,7,7,7,6,6,Exceeds original expectations,More than 80 hours,More than three hours,4,NA,4,NA,5,2,No,,4,5,4,5,5,NA,No,No,Dramatically,1,2,5,4,3,5,5,5,3,5,3,3,Less than a year,Much more likely,5,5,5,4,NA,5,5,NA,NA,5,NA,NA,NA,NA,4,NA,35 - 44,Male (including trans male),no
English,06/03/2019,Personal interest in my subject of choice, No,Europe,No,,NA,1,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Knowing I will have a chance for a non-academic research job,Somewhat satisfied,5,Worsened a little,5,5,5,5,4,4,3,3,5,5,5,NA,2,NA,4,5,4,4,Does not meet original expectations,41-50 hours,"Other, please specify",3,NA,2,NA,NA,NA,No,,3,3,3,4,3,3,No,No,Substantially,3,1,NA,2,NA,2,4,3,1,3,4,NA,Less than a year,Somewhat less likely,4,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,25 - 34,Female (including trans female),yes
English,06/03/2019,Personal interest in my subject of choice, No,Europe,No,,NA,4,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,A chance to consider professional options ,Somewhat satisfied,5,Worsened a little,4,4,5,5,5,4,6,6,5,6,6,5,4,5,6,6,5,4,Meets original expectations,31-40 hours,Less than an hour,NA,4,2,2,3,3,No,,2,4,3,4,2,4,No,No,Substantially,4,1,5,2,3,2,5,2,3,3,4,4,Less than a year,Somewhat less likely,5,4,5,3,3,5,4,3,3,2,2,4,2,4,3,4,25 - 34,Female (including trans female),no
Spanish,06/03/2019,I want to pursue an academic career,Yes,Europe,No,,5,1,NA,NA,NA,3,6,2,NA,4,NA,NA,NA,NA,Intellectual challenge,Somewhat satisfied,5,Worsened a little,5,2,6,3,3,4,2,2,5,5,5,2,3,6,3,2,3,2,Does not meet original expectations,41-50 hours,Between one and three hours,2,3,2,2,3,3,No,,3,2,3,3,3,2,No,No,Somewhat,1,3,NA,NA,2,2,4,2,2,4,2,2,1 to 2 years,Equally likely,4,4,3,2,2,3,3,2,2,2,2,2,2,3,2,3,25 - 34,Female (including trans female),no
